Vardas         Pavarde               ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      Egz.
Vardas8706     Pavarde8706             2         6         8         2         5         3         4         3         9         8
Vardas8707     Pavarde8707             6         6         5         7         7         8         8         7         8         2
Vardas8708     Pavarde8708             3         3         9         6        10         4         9         9         3         2
Vardas8709     Pavarde8709             7        10        10         9         7         7         9         7         1         7
Vardas8710     Pavarde8710             1         7         1         3         5         8         4         8         9         8
Vardas8711     Pavarde8711             2         7         6         2         9         7         4         9         4         4
Vardas8712     Pavarde8712             6         5         5         7         1         3         5         6         5         9
Vardas8713     Pavarde8713             9         9         5        10        10         7         4         3         3         2
Vardas8714     Pavarde8714             2        10        10         4        10         4         1        10         4         2
Vardas8715     Pavarde8715             2         6         7         4         2         3         8         5         9         6
Vardas8716     Pavarde8716             4         1         5         4         9        10         1         2        10         1
Vardas8717     Pavarde8717             4         9         4         6         6         5         7         5         5         6
Vardas8718     Pavarde8718             9         7         2         1         8        10         2         5         9         7
Vardas8719     Pavarde8719             2         3         9         6        10         4         3         7         2         9
Vardas8720     Pavarde8720             1         3         8        10         8         5         1         4        10         8
Vardas8721     Pavarde8721             8         3         8         1         2         9         8         7         9         9
Vardas8722     Pavarde8722             5         2         5         7         2         5         1         1        10        10
Vardas8723     Pavarde8723             9        10         5         4         4         5         3         3         9         5
Vardas8724     Pavarde8724            10         9         9         7         3         1         9         9         9        10
Vardas8725     Pavarde8725             4         2         5         2         5         8         9         1         4         4
Vardas8726     Pavarde8726             3         2         6         2         9         2         9         9         5         2
Vardas8727     Pavarde8727             4         6         2         8        10         8         9         1         3         6
Vardas8728     Pavarde8728             5         4         2         6         9         1         6         4         6         5
Vardas8729     Pavarde8729             7         3         8         7         6         9         3         2        10         8
Vardas8730     Pavarde8730             5         6        10         2         1         4         5         6         1        10
Vardas8731     Pavarde8731             5         4         3         2         4         4         7         2         9        10
Vardas8732     Pavarde8732             1        10         9         3         5         6        10         9         4        10
Vardas8733     Pavarde8733             6         4         5         5         8         8         6         5         4         6
Vardas8734     Pavarde8734             9         8         7         8         6        10         7        10         1        10
Vardas8735     Pavarde8735             2        10         4         6         7         7         7         8        10         2
Vardas8736     Pavarde8736             9         7         4         7         2         4         5         2         4         5
Vardas8737     Pavarde8737             4         4         3         9         7         5        10         5         2         8
Vardas8738     Pavarde8738             8         2        10         5        10         2         5         9         7         7
Vardas8739     Pavarde8739             4         6         3         2         7         4         6         8         9         9
Vardas8740     Pavarde8740             3         1         1         2         4        10         7         8         1         4
Vardas8741     Pavarde8741             9        10        10         7         2         8         7         6         9        10
Vardas8742     Pavarde8742             1         2         8         4         5         7         3         4         1         1
Vardas8743     Pavarde8743             1         1         4         4         6        10         2         1         2         7
Vardas8744     Pavarde8744             5         7         2         2         5         9         3         8         7         6
Vardas8745     Pavarde8745             5         7         8         9         9        10         2         6         9         6
Vardas8746     Pavarde8746             4         3         5         8         2         3         7         6         1         2
Vardas8747     Pavarde8747             5         4         2         2         4         4         4         2         9         7
Vardas8748     Pavarde8748            10         3         4         4         7         7         6         8         4         4
Vardas8749     Pavarde8749             1        10        10         9         3         4         5         5         5         7
Vardas8750     Pavarde8750             3         1         9         7         8         8         3         5         3         7
Vardas8751     Pavarde8751             1         2         2         8         8         2         5         9         6         4
Vardas8752     Pavarde8752             2        10        10         4         7         4         6         3        10         5
Vardas8753     Pavarde8753            10        10         1         7         3         2         4         8         3        10
Vardas8754     Pavarde8754             7         4         8         9         4         6         9         2         2         8
Vardas8755     Pavarde8755             4         7         5         9         2         1         7         7         3        10
Vardas8756     Pavarde8756             6        10         3         6         2         1         4         3         1         7
Vardas8757     Pavarde8757             1         8         9         4         7         2         7         1         5         6
Vardas8758     Pavarde8758             7         3         5         7         5         2         5         2         6         5
Vardas8759     Pavarde8759             3         1         9         7         6         1         1         1         1         6
Vardas8760     Pavarde8760             5         6         8         6         6         1        10         4         9         3
Vardas8761     Pavarde8761             5         9         1         2         3         1         6         7         5         4
Vardas8762     Pavarde8762             8         5         3         4        10         9         2         3        10         6
Vardas8763     Pavarde8763             6         8         6         5         7         4         8         1        10         9
Vardas8764     Pavarde8764             5         1        10         6         1         7        10         8         2         1
Vardas8765     Pavarde8765             2         9         1         6         8         5         8         6         1         3
Vardas8766     Pavarde8766             6         7         6         7         9        10         6         2         9         6
Vardas8767     Pavarde8767             2         7         9         1         2         1         2         3         6         2
Vardas8768     Pavarde8768             5         4         9         6         1         8         4         7         5         8
Vardas8769     Pavarde8769             4         1        10         5         9         9         7         8         9         2
Vardas8770     Pavarde8770             6         1         2         8         4         3         2         7         4         7
Vardas8771     Pavarde8771             3         4         9         6        10         2         9         2        10         9
Vardas8772     Pavarde8772             4        10         7         7         4         6         4         7         3         9
Vardas8773     Pavarde8773             5         5         8         9         6         5         9         8         8         1
Vardas8774     Pavarde8774             6         9         5         1         5         4         9         7         7         7
Vardas8775     Pavarde8775             5         2         6         9         5         2         4         7         6         8
Vardas8776     Pavarde8776             3         7         4         2         2        10         2        10         3         4
Vardas8777     Pavarde8777             3         2        10         1         1         4         8         4        10         9
Vardas8778     Pavarde8778             8         9         7         2         5         1         3         1         3         7
Vardas8779     Pavarde8779             4         3         3         5         8         4         7         2         4         4
Vardas8780     Pavarde8780             1         8         9         1         7         8         5         5         9         9
Vardas8781     Pavarde8781             5         7         2         4        10         4         9         2         4         7
Vardas8782     Pavarde8782             7         8         4         2         3         4         5         1         5         7
Vardas8783     Pavarde8783            10         8         5         8         9         3         5         7         4         9
Vardas8784     Pavarde8784             9        10        10         2         9         9        10         9         8         1
Vardas8785     Pavarde8785             2         2         1         4         4         6         9        10         5         1
Vardas8786     Pavarde8786             4         6         1         9         5         1         2         6         7         6
Vardas8787     Pavarde8787             9         4         3         5         1         4         9         8         6         5
Vardas8788     Pavarde8788             9         9         3         3         7         5         4         2         7         4
Vardas8789     Pavarde8789             3         2         5        10         6         6         7         1        10         8
Vardas8790     Pavarde8790             7         4         6         5         5         8         9         2        10         1
Vardas8791     Pavarde8791             3         4         6         3        10         9        10         1         1         1
Vardas8792     Pavarde8792             6         9         9         3         7         6         1        10         8         1
Vardas8793     Pavarde8793             1         8         5         7         7         5         6         7         3         7
Vardas8794     Pavarde8794             3         7         3         5         1         3         6         3         2         2
Vardas8795     Pavarde8795             7         2         3         2         2         7         9         7         9         1
Vardas8796     Pavarde8796             9         9         8         5         4         6         3         2         6         6
Vardas8797     Pavarde8797             2         9         1         5         2         6         8         8         4         3
Vardas8798     Pavarde8798             3         9         5         1         8         3         9         2         6         2
Vardas8799     Pavarde8799             2         7         1         6         1         5         2         8         3         5
Vardas8800     Pavarde8800            10         2         9         6         8         1         1         5         9         9
Vardas8801     Pavarde8801             3         4         4         9         1         7         2        10         6         1
Vardas8802     Pavarde8802             9         5         6         3         6         3         9         6        10         6
Vardas8803     Pavarde8803             5         3         8         3         5         7         8         1         9         8
Vardas8804     Pavarde8804             2         1         4         1        10         7         1        10         4         5
Vardas8805     Pavarde8805             5         4         7         6        10         1         3         6         8         2
Vardas8806     Pavarde8806             4         1         6         6         5         4         1         2         1         2
Vardas8807     Pavarde8807             2         9         9        10        10         5         7         5         1         4
Vardas8808     Pavarde8808             8         8         5         1         5         7         1         4         1         8
Vardas8809     Pavarde8809             6         6        10         1         8         2         5         5         3         3
Vardas8810     Pavarde8810             2         2         3         3         9        10         1         4         1         5
Vardas8811     Pavarde8811             3         9         2        10         7         9         9        10        10         2
Vardas8812     Pavarde8812             8         2        10         4         6         5         7         3         7         3
Vardas8813     Pavarde8813             9         1         6         7         9         2         1         2         9         9
Vardas8814     Pavarde8814             3         2         9         6         3         6        10         5         2         3
Vardas8815     Pavarde8815             1         9        10         7         7         5         6         4         9         2
Vardas8816     Pavarde8816             9         5         4         9         9         9         7         4         5         8
Vardas8817     Pavarde8817             6         2         6         7         5        10         6         7         5         1
Vardas8818     Pavarde8818             9         9         5        10         7         8         2         4         4         4
Vardas8819     Pavarde8819             6         2         1         1         3         7         4        10         9         5
Vardas8820     Pavarde8820             8         8         2         9        10         9         9        10         4         7
Vardas8821     Pavarde8821             7         6        10        10         5         8         1        10         2         4
Vardas8822     Pavarde8822             5         4         2         9         2         8         5        10        10         7
Vardas8823     Pavarde8823             8         8         9         7         1         6         2         3         3         5
Vardas8824     Pavarde8824             6         8         5         3         9         7         8        10         9         5
Vardas8825     Pavarde8825             3         4         9         1         1         8         3         3         3         6
Vardas8826     Pavarde8826             4         3         9         8         9         6         9        10         5         9
Vardas8827     Pavarde8827             5         4         5         9         8         8         7         8         2         8
Vardas8828     Pavarde8828            10         9         5         3         4         2         2         7         1         2
Vardas8829     Pavarde8829             3         8         6         9         9         2         5         8         9         6
Vardas8830     Pavarde8830             4         4         5         5         3         7         5         7         3         3
Vardas8831     Pavarde8831             9        10         5         8         5         9         9         2         8        10
Vardas8832     Pavarde8832             2         4         9         8         7         1         9         8         3         8
Vardas8833     Pavarde8833             6         2         2         6         5         8         1         2         3        10
Vardas8834     Pavarde8834             6         9         3         9         2         5         3         3        10         6
Vardas8835     Pavarde8835             7        10         3         3         2         6         5         1         8         3
Vardas8836     Pavarde8836             8         3         2         8         5         9        10         5        10         2
Vardas8837     Pavarde8837             7         3         7         1         7         4         1         8        10         1
Vardas8838     Pavarde8838             7         4         6         3         8         6         8         1         9        10
Vardas8839     Pavarde8839            10         8         9         6         6         7         7         7        10         4
Vardas8840     Pavarde8840             6         4         1         7         1         9         4         7         3         3
Vardas8841     Pavarde8841            10         3         9         7         6         7        10         8         2         6
Vardas8842     Pavarde8842             8         2         2         6         3         9         6        10         2         1
Vardas8843     Pavarde8843             7         9         5        10         3         1         4         9         7         3
Vardas8844     Pavarde8844             4        10         3         1         2         7         5        10         9         5
Vardas8845     Pavarde8845             3         4         7        10         5         3         1         3         9         2
Vardas8846     Pavarde8846             1         1         2         9         7         7         9         6         5         5
Vardas8847     Pavarde8847             7         4         4         1         3         8         2         2        10         9
Vardas8848     Pavarde8848             7         9         9         9        10         6         7         5         2         6
Vardas8849     Pavarde8849            10         2         7         6         3         6         4         9         5         2
Vardas8850     Pavarde8850             4        10         8         8         3         8         7         8         4         4
Vardas8851     Pavarde8851            10        10        10         1         5         2         2         3        10        10
Vardas8852     Pavarde8852             7         8         8         9        10        10         3         4         1         1
Vardas8853     Pavarde8853             1         6         7         4         3         5         8        10         4         3
Vardas8854     Pavarde8854             7         5         5         2         9         5         5         1         7         3
Vardas8855     Pavarde8855             9         4         3         3        10         7         1         4         5         6
Vardas8856     Pavarde8856             2         2         8         1         4         5         4         5         5         8
Vardas8857     Pavarde8857             3         2         6         6         1         5         3         4         4        10
Vardas8858     Pavarde8858             2         6         3         1         2         8         3         3         8         4
Vardas8859     Pavarde8859             9         9         5         6         6         5         9         9         1         6
Vardas8860     Pavarde8860             3         1         6         6        10         2         6         8         5         7
Vardas8861     Pavarde8861            10         7         6         1         5        10         4         3         5         2
Vardas8862     Pavarde8862             2         6         5         4         7         5        10         8         4         8
Vardas8863     Pavarde8863            10         9         6         8         7         7         7         5         3         2
Vardas8864     Pavarde8864             1         7         4         2         2         1         4         1         9        10
Vardas8865     Pavarde8865             6         4         6         9         4        10         7         9         2         5
Vardas8866     Pavarde8866             9         5         5        10         2         7         8         7        10         4
Vardas8867     Pavarde8867             4         1         8         3         1         1         8        10         9         3
Vardas8868     Pavarde8868             6         5         9         3        10         6         3         7         1         7
Vardas8869     Pavarde8869             8         2        10         3         8         1        10         1         9         8
Vardas8870     Pavarde8870             1         2         7        10         6         5        10         5         9         1
Vardas8871     Pavarde8871             4         4         6         9         4         5         2         4         3         7
Vardas8872     Pavarde8872             6         4         1         1         4         6         9         9         6         4
Vardas8873     Pavarde8873             2         3        10         3         2         7         7         8         5         4
Vardas8874     Pavarde8874             6         4        10         2         8         7         3         7         2         6
Vardas8875     Pavarde8875             3         7         3         7         5         4         1         9         9         6
Vardas8876     Pavarde8876             4         6         4         3         3         2         5         5        10         7
Vardas8877     Pavarde8877             9         4         5         3         1        10         9         1         3         6
Vardas8878     Pavarde8878             6         5         5         7         7         8         2         4         5         8
Vardas8879     Pavarde8879             8         2         5         4         3         6         4         6         5         8
Vardas8880     Pavarde8880             1        10         6         9         9         9         3         2         6         2
Vardas8881     Pavarde8881             7         8         6         8        10         7         7         7         5         6
Vardas8882     Pavarde8882             3         9         8         4         9         7         1         2         5         9
Vardas8883     Pavarde8883             2         6         8         3         1         9         7         2        10         3
Vardas8884     Pavarde8884             2         4         4         1         9         9         6         2         6         6
Vardas8885     Pavarde8885            10        10         9         4         6         9         9         8         5         7
Vardas8886     Pavarde8886             5        10         3         9         8         4         4         7         3         4
Vardas8887     Pavarde8887             5         3        10         4         2         1         9         2         5         4
Vardas8888     Pavarde8888             2         4         8         9         1         4         4         2         6         5
Vardas8889     Pavarde8889             5         2         1         1         1         3         2         8         7         1
Vardas8890     Pavarde8890            10         8        10         5         7        10         2         8         6         2
Vardas8891     Pavarde8891             2         8         4         2         5         1         9        10         3         5
Vardas8892     Pavarde8892             9         4         9        10        10         5         7         4        10         2
Vardas8893     Pavarde8893             7         2         5        10         4         4         6         9         3         6
Vardas8894     Pavarde8894             1         3         5         2         3         8         7        10         4         9
Vardas8895     Pavarde8895             5         8         4         7         7         3         6         9         9         9
Vardas8896     Pavarde8896            10         7        10         8         2         4         4         1         7        10
Vardas8897     Pavarde8897             3         6         3         8         1         4         3         4         1         7
Vardas8898     Pavarde8898             8         5        10         3         2         4         9         3         6         7
Vardas8899     Pavarde8899             3         1         6         3         7         9         9         3         3         8
Vardas8900     Pavarde8900             7         1         9         4         6         4         5         5         3         1
Vardas8901     Pavarde8901            10         8         7         2         7         6         7         7         2         1
Vardas8902     Pavarde8902             9         7         1         2        10         1         9         8         3         3
Vardas8903     Pavarde8903             7         9         4         1         7         9         4         9         3         8
Vardas8904     Pavarde8904             1         6         6         3         5         1         3         6         4         9
Vardas8905     Pavarde8905             2         5         4         1         4         6         2         3         4         5
Vardas8906     Pavarde8906             6         3         6         7         2        10         2         6         5         8
Vardas8907     Pavarde8907             2         2         1         6         8         5         3         1         3        10
Vardas8908     Pavarde8908             5         7         7         4         5         7         1         2        10         6
Vardas8909     Pavarde8909             9         5         2         2         5         7         1         6         6         5
Vardas8910     Pavarde8910             4         6         6         9         2         3        10         7         2         8
Vardas8911     Pavarde8911             9        10        10         1         4         2         9         3         1         5
Vardas8912     Pavarde8912             2         7         4         8         3         1         2         3         5         5
Vardas8913     Pavarde8913             3         4         7         2        10        10         5         7         6         1
Vardas8914     Pavarde8914            10         3         7         2         8         7         6         4         1         7
Vardas8915     Pavarde8915            10         2         3         7         5         8         4         4         6         2
Vardas8916     Pavarde8916             6         3         8         6         8         2         8        10         8        10
Vardas8917     Pavarde8917             8         3         3         3         2         6         6         6         3         4
Vardas8918     Pavarde8918             5         9         7         4         8         1        10        10         7         7
Vardas8919     Pavarde8919             4         8         1         2         2        10         1         7         4         1
Vardas8920     Pavarde8920             9        10        10         1         2         1         2         9         4         5
Vardas8921     Pavarde8921            10         1         8         4         6         4         1         2         7         2
Vardas8922     Pavarde8922            10         4         6         2         6         7         9         2         9        10
Vardas8923     Pavarde8923             1         7         3         8         6         8         2         5         5         4
Vardas8924     Pavarde8924             3         6         9         7         8         7         5         7         4        10
Vardas8925     Pavarde8925             6         1         3         3         7         6         9         5         6         4
Vardas8926     Pavarde8926             4         9         8         8         9        10         3         9         9         5
Vardas8927     Pavarde8927             1         7         3         4         7        10        10         2        10         6
Vardas8928     Pavarde8928             4         5         5         2         9         3         5         4         3         2
Vardas8929     Pavarde8929             2         1        10         5         4         5         9         1         8        10
Vardas8930     Pavarde8930             9         5         4         8        10         8         4         2         1        10
Vardas8931     Pavarde8931             1         9         8         6         9        10         9         4         7         3
Vardas8932     Pavarde8932             3         6         4         5         4         5         1         8         8         1
Vardas8933     Pavarde8933             2         5         4        10         4         8         3         8         3         3
Vardas8934     Pavarde8934             8         9         4         8         8         4         2         5        10         3
Vardas8935     Pavarde8935             3         2         8        10         9         5         7        10         8         4
Vardas8936     Pavarde8936             5         2         5         7         2         3        10        10         6         8
Vardas8937     Pavarde8937             2         4         5         1         1         6         6         9         3         1
Vardas8938     Pavarde8938             9         7         8         4         3         4         1         2         9         1
Vardas8939     Pavarde8939             4         6         7         1         6         1         8         9         3         8
Vardas8940     Pavarde8940             6         9         6         7         9         4         7         8         1         8
Vardas8941     Pavarde8941             3         4         6         7         2         8         1         1         3         5
Vardas8942     Pavarde8942             3         2         4         4         3         7         5         8         8        10
Vardas8943     Pavarde8943             7         7         9         6         1         4        10         3         1         9
Vardas8944     Pavarde8944             7         8         2         4         6         2         6         2         2         1
Vardas8945     Pavarde8945             2         3         5         3         9         6         2         1         9         6
Vardas8946     Pavarde8946             2         8         1         3         2         7         2         1        10         1
Vardas8947     Pavarde8947             7         2         7         5         6         6        10         3         6         9
Vardas8948     Pavarde8948             8         3         8         2        10         2         1         9         4         7
Vardas8949     Pavarde8949             2         7         9         8         1         6         1         4        10         5
Vardas8950     Pavarde8950             5         9        10         7        10         2         7        10         9         5
Vardas8951     Pavarde8951            10         9         7         7         8         7         1         7         7        10
Vardas8952     Pavarde8952             2         5        10         9         8         5         1        10        10         5
Vardas8953     Pavarde8953             8         2         9         4         3         7         7         5         4         9
Vardas8954     Pavarde8954             2         4         2         4         4         2         9        10         4         1
Vardas8955     Pavarde8955             3         7        10         6         3         9         5         2         9         6
Vardas8956     Pavarde8956             7         5         1        10         3         2         6         6         7         5
Vardas8957     Pavarde8957             1         6         6        10         2         3         7         8         8         6
Vardas8958     Pavarde8958             2        10        10         2         9         6         3         5         8        10
Vardas8959     Pavarde8959             7         5         1         4        10         6         9        10         8         4
Vardas8960     Pavarde8960             6         1         3         2         3         5         1         2         5        10
Vardas8961     Pavarde8961             1         7         5         7         4         2         7         5         7         7
Vardas8962     Pavarde8962             8        10         6         4         6         8         4         8         5         7
Vardas8963     Pavarde8963             1         9         9         1         3         5        10         1         3         4
Vardas8964     Pavarde8964             7         8        10        10         1         2         5         9         7         1
Vardas8965     Pavarde8965             5         5         7        10         9         7         7         6        10         1
Vardas8966     Pavarde8966            10         8         3         9         1         6         9         7         6         3
Vardas8967     Pavarde8967             3         1        10         7         8         4         8         4         5         3
Vardas8968     Pavarde8968             2         4         4         3        10         8         9         6         7         3
Vardas8969     Pavarde8969             1         8         6         4        10         1         1         3         5         9
Vardas8970     Pavarde8970             5         1         2         2         1         2        10         3        10         8
Vardas8971     Pavarde8971            10         3         2         3         4         9         6         8         6         3
Vardas8972     Pavarde8972             7         8         2         2         9         1         5         3         1        10
Vardas8973     Pavarde8973             5         1        10         5         1         8         5         1         3         6
Vardas8974     Pavarde8974             7         4         5         4         6         2         6         8         5         1
Vardas8975     Pavarde8975            10        10         2         5         6         4         6         1         3         5
Vardas8976     Pavarde8976             4         4         4         9         8         5         6         1         5         4
Vardas8977     Pavarde8977             3         8         9         7         9         4        10         8         4        10
Vardas8978     Pavarde8978             7         4         1         2        10         5         8         4         3         1
Vardas8979     Pavarde8979             1         1         2         5         6         9         2         4        10         9
Vardas8980     Pavarde8980             6         7         9         7         5         6         5         3        10         8
Vardas8981     Pavarde8981             9         8        10         8         9         6         6         1         3         7
Vardas8982     Pavarde8982             3         4         1         7         3         6         4         2         4         1
Vardas8983     Pavarde8983             7         2        10         7         4         4         7         1         7         2
Vardas8984     Pavarde8984             1         6         6         4         6         7         5         9         8        10
Vardas8985     Pavarde8985             9        10         1         5         4         9        10         1         9         5
Vardas8986     Pavarde8986             9         9         9         9         5        10         8         6         9         3
Vardas8987     Pavarde8987            10         7         4         7         4         9         8         1        10         1
Vardas8988     Pavarde8988             9         2         3         8         3         7         3         6         4         2
Vardas8989     Pavarde8989             6         1         9         7         6         3         6         7         5         9
Vardas8990     Pavarde8990             6         7         2         6         5        10         7         5         4         5
Vardas8991     Pavarde8991             3         4         3         6        10         6         8         5        10         6
Vardas8992     Pavarde8992            10         9         1         7         5         5         2         4         9         3
Vardas8993     Pavarde8993             8         7         1         9         2         5         9         3         4         1
Vardas8994     Pavarde8994             3         7        10         3         9         3         1         7         8         1
Vardas8995     Pavarde8995             5        10         3        10         8         3         3         4        10        10
Vardas8996     Pavarde8996             9         8         4         2         7         7         1         4         1         6
Vardas8997     Pavarde8997             6         6         8         1         5         5         4        10         5         9
Vardas8998     Pavarde8998             9         7         2         7         2         7         1         3        10         6
Vardas8999     Pavarde8999             5         5         3         3         5         3         7         6         1         7
Vardas9000     Pavarde9000             1        10         9         5        10         6         3         3         2         7
Vardas9001     Pavarde9001             5         4        10         8         7        10         2         7         6         6
Vardas9002     Pavarde9002            10        10         8         6         7         9         9         8         9         8
Vardas9003     Pavarde9003             4         2         5         5         3         9         1         4         9         7
Vardas9004     Pavarde9004             7         3         5        10         2         6         6         8         2         2
Vardas9005     Pavarde9005             1         8         3         4         1         8         4         8         3         5
Vardas9006     Pavarde9006             8         5         7         9         5         2         3        10         8         5
Vardas9007     Pavarde9007             5         6         2         1         4         6         5         2         1         3
Vardas9008     Pavarde9008             6         7         7         6         8         5         9         6         3         2
Vardas9009     Pavarde9009            10         8         9        10         8         4         7         7         2         5
Vardas9010     Pavarde9010             7         2         3         2         7         7         5         5         7         8
Vardas9011     Pavarde9011             5         1         4        10         5         4         9         3         7        10
Vardas9012     Pavarde9012             7         8         3         6         3        10        10         2         6         6
Vardas9013     Pavarde9013             3        10         1         1         7         2         9         7         8         1
Vardas9014     Pavarde9014             4         8         7         2         6         5         6         5         5         7
Vardas9015     Pavarde9015             7         5         6         2         6         8         6         4         7         2
Vardas9016     Pavarde9016             5         1         9         8         9         5         6         8         6         2
Vardas9017     Pavarde9017             8         8         4         3         3         2         3         6        10         8
Vardas9018     Pavarde9018             1         1         2         1         8         3         8         9         9         6
Vardas9019     Pavarde9019             1         1         8         2         3         3         1         6        10         4
Vardas9020     Pavarde9020             9         6         1         8         7         4         1         6         1         1
Vardas9021     Pavarde9021            10        10         9         7         7         3        10         1         5        10
Vardas9022     Pavarde9022             6         5         9        10        10         3         8         8         1         7
Vardas9023     Pavarde9023             1         2         4         7         5         9         8         9         7         2
Vardas9024     Pavarde9024             8         2         6        10         2        10        10         1         1        10
Vardas9025     Pavarde9025             3         2         7         3         1         6         2         2         2         2
Vardas9026     Pavarde9026             4        10         5         6         4         3         9         8         1         2
Vardas9027     Pavarde9027             2         2         2         3         3         8         6         3         9         1
Vardas9028     Pavarde9028             1         8         3         2         6         8         1         4         2         3
Vardas9029     Pavarde9029             7         7         8         7         3         4         7         1         9         5
Vardas9030     Pavarde9030             5         9         6         3        10         2         1         5         9         5
Vardas9031     Pavarde9031             4         1         2         8         1         6         4         7         5        10
Vardas9032     Pavarde9032             3         6         5         8         9         9         4         9         9         5
Vardas9033     Pavarde9033             3         3         3        10        10         1        10         6         1         6
Vardas9034     Pavarde9034             2         5        10         6         2        10         9         4         1         1
Vardas9035     Pavarde9035             8        10         3        10         2         8         1         7         2        10
Vardas9036     Pavarde9036             3         7         1         5         7         5         2         7         5         2
Vardas9037     Pavarde9037             3         9         8         7         1         8        10        10         8        10
Vardas9038     Pavarde9038             7         1        10         4         3         5         8         6         3         3
Vardas9039     Pavarde9039             9         3         4         9         6         7         2         2         8         4
Vardas9040     Pavarde9040             7         9         1         7         9         5         2         2         9         4
Vardas9041     Pavarde9041            10         5         8         7         7         1         4         5         2         6
Vardas9042     Pavarde9042             6         5         1         4        10         7         4         3         7         9
Vardas9043     Pavarde9043             7         7         9         3        10         5         8         5         5         9
Vardas9044     Pavarde9044             7         5         7         4         3         2         2         5         9         2
Vardas9045     Pavarde9045             2         9         1         6        10        10         4         1         4         3
Vardas9046     Pavarde9046             8         2         5         5        10         9         9         7         6         9
